acousticness,bpm,danceability,energy,genre,instrumentalness,liveness,loudness,mode,popularity,speechiness,tempo,valence,age,hours,while working,exploratory,foreign,anxiety,depression,insomnia,ocd,effects,frequency [classical],frequency [country],frequency [edm],frequency [folk],frequency [gospel],frequency [hip hop],frequency [jazz],frequency [k pop],frequency [latin],frequency [lofi],frequency [metal],frequency [pop],frequency [r&b],frequency [rap],frequency [rock],frequency [video game music],country
-0.83,133.0,0.57,0.29,Rock,-0.2,-0.26,-2.33,1,0.56,0.03,-4.36,1.03,16,24.0,Yes,Yes,Yes,0.5,0.1,0.9,0.1,Improve,Never,Never,Rarely,Never,Never,Never,Never,Rarely,Rarely,Rarely,Rarely,Rarely,Rarely,Rarely,Sometimes,Rarely,SE
-0.36,133.0,0.13,-0.68,Latin,-0.2,1.28,-3.12,0,0.56,0.08,-4.36,1.1,18,5.0,Yes,Yes,Yes,1.0,0.6,0.0,0.0,Improve,Very frequently,Sometimes,Rarely,Never,Never,Sometimes,Rarely,Sometimes,Very frequently,Sometimes,Never,Very frequently,Sometimes,Rarely,Sometimes,Never,IL
0.36,133.0,-0.49,0.55,Rock,-0.2,-0.52,-2.03,1,0.56,0.04,-4.36,-0.17,15,6.0,Yes,No,No,0.8,0.3,0.5,0.2,Improve,Rarely,Never,Sometimes,Rarely,Never,Sometimes,Rarely,Never,Never,Rarely,Rarely,Sometimes,Sometimes,Never,Very frequently,Sometimes,HK
1.57,133.0,0.84,-1.36,K pop,-0.2,-0.65,-2.79,1,0.56,0.23,-4.36,0.65,18,2.0,Yes,Yes,Yes,0.7,0.2,0.3,0.5,Improve,Very frequently,Never,Never,Rarely,Rarely,Sometimes,Sometimes,Very frequently,Rarely,Very frequently,Never,Sometimes,Very frequently,Sometimes,Never,Rarely,SE
0.16,133.0,0.67,0.72,K pop,-0.2,-0.85,-1.88,0,0.56,0.19,-4.36,0.45,17,10.0,Yes,Yes,Yes,1.0,0.3,0.0,0.4,Improve,Rarely,Sometimes,Rarely,Rarely,Never,Very frequently,Never,Very frequently,Rarely,Sometimes,Very frequently,Very frequently,Sometimes,Very frequently,Very frequently,Sometimes,SE
-0.54,133.0,-0.01,0.06,Rock,6.53,-0.77,-3.61,0,0.56,0.03,-4.36,0.66,23,2.0,No,Yes,Yes,0.7,0.8,0.5,0.1,No effect,Never,Never,Never,Never,Never,Sometimes,Never,Sometimes,Never,Never,Very frequently,Very frequently,Never,Sometimes,Very frequently,Sometimes,EE
2.89,133.0,-1.31,-2.82,Classical,7.48,-0.62,-6.1,1,0.56,0.07,-4.36,-0.29,16,3.0,Yes,No,No,0.9,0.7,1.0,0.6,No effect,Very frequently,Rarely,Never,Never,Rarely,Never,Never,Never,Never,Never,Never,Very frequently,Never,Never,Never,Rarely,SA
-0.92,133.0,0.69,1.96,Metal,-0.19,-1.07,-1.25,0,0.56,0.22,-4.37,-0.0,19,5.0,Yes,Yes,Yes,0.2,0.3,0.5,0.2,Improve,Rarely,Rarely,Rarely,Rarely,Never,Rarely,Rarely,Never,Rarely,Sometimes,Very frequently,Sometimes,Rarely,Rarely,Very frequently,Sometimes,NI
-1.09,133.0,-0.51,0.58,K pop,-0.2,-0.31,-2.58,1,0.56,0.05,-4.36,-0.47,18,2.0,Yes,Yes,Yes,0.6,0.0,0.0,0.0,Improve,Rarely,Never,Sometimes,Never,Never,Never,Never,Very frequently,Never,Never,Rarely,Sometimes,Never,Never,Rarely,Never,TR
0.09,133.0,-0.16,-1.2,Rap,-0.2,0.14,-3.48,1,0.56,0.04,-4.37,-0.78,18,2.0,Yes,Yes,Yes,0.5,0.8,0.7,0.4,Improve,Rarely,Never,Rarely,Never,Never,Sometimes,Rarely,Rarely,Never,Sometimes,Never,Sometimes,Rarely,Very frequently,Never,Rarely,TR
0.19,133.0,1.58,0.61,Hip hop,-0.2,-0.4,-2.31,0,0.56,0.2,-4.36,0.57,18,7.0,Yes,Yes,Yes,0.3,0.1,0.0,0.3,Improve,Very frequently,Rarely,Never,Never,Rarely,Very frequently,Very frequently,Rarely,Never,Sometimes,Never,Sometimes,Sometimes,Sometimes,Rarely,Rarely,SE
-0.76,133.0,0.59,-0.57,K pop,-0.2,-0.27,-2.46,1,0.56,0.1,-4.36,-1.12,18,5.0,Yes,Yes,Yes,0.7,0.4,0.5,0.6,Improve,Never,Rarely,Rarely,Never,Never,Rarely,Rarely,Very frequently,Rarely,Rarely,Never,Very frequently,Rarely,Sometimes,Sometimes,Never,FR
-1.02,133.0,-0.73,-0.29,Rock,-0.05,0.33,-2.33,1,0.56,0.03,-4.36,-1.06,20,2.0,Yes,Yes,No,0.2,0.2,0.0,0.0,No effect,Sometimes,Rarely,Never,Rarely,Never,Never,Rarely,Rarely,Never,Never,Never,Very frequently,Never,Never,Very frequently,Sometimes,ZA
-1.1,137.0,-1.61,0.54,Rock,-0.19,-0.56,4.5,0,0.46,0.05,-4.36,-1.37,17,5.0,Yes,Yes,No,0.7,0.3,0.9,0.7,Improve,Very frequently,Rarely,Rarely,Sometimes,Rarely,Very frequently,Very frequently,Never,Rarely,Very frequently,Sometimes,Sometimes,Very frequently,Very frequently,Very frequently,Sometimes,TR
0.69,133.0,0.57,-0.76,K pop,-0.2,0.48,-2.5,1,0.56,0.07,-4.36,-0.85,16,3.0,Yes,No,Yes,1.0,0.2,0.7,0.8,Improve,Rarely,Never,Sometimes,Never,Never,Rarely,Sometimes,Very frequently,Sometimes,Sometimes,Never,Very frequently,Rarely,Sometimes,Never,Never,SV
-0.21,145.0,-1.68,-1.24,Rock,-0.2,-0.24,4.5,0,0.58,0.05,-4.36,-1.06,16,8.0,Yes,Yes,No,0.8,0.9,0.5,1.0,Improve,Very frequently,Never,Rarely,Sometimes,Never,Never,Rarely,Rarely,Rarely,Rarely,Rarely,Sometimes,Rarely,Never,Very frequently,Sometimes,CZ
2.7,133.0,-3.18,-2.29,K pop,-0.2,-0.6,-4.79,1,0.56,0.04,-4.35,-1.02,19,2.0,Yes,Yes,Yes,0.7,0.6,0.5,0.1,Improve,Rarely,Never,Rarely,Never,Never,Sometimes,Sometimes,Very frequently,Never,Sometimes,Never,Sometimes,Very frequently,Rarely,Sometimes,Sometimes,IN
1.56,134.0,-1.54,-1.6,Latin,-0.19,-0.8,8.0,0,0.32,0.05,-4.36,-1.06,17,12.0,Yes,Yes,No,0.0,0.3,0.9,0.5,No effect,Very frequently,Never,Rarely,Rarely,Sometimes,Very frequently,Never,Rarely,Very frequently,Rarely,Sometimes,Rarely,Never,Very frequently,Very frequently,Sometimes,MA
-0.7,133.0,-0.02,0.55,K pop,-0.2,0.18,-2.2,1,0.56,0.03,-4.36,-1.12,16,4.0,Yes,Yes,Yes,0.8,0.9,0.4,0.0,Improve,Very frequently,Rarely,Rarely,Sometimes,Rarely,Very frequently,Sometimes,Very frequently,Sometimes,Very frequently,Very frequently,Very frequently,Sometimes,Rarely,Sometimes,Rarely,FR
-0.81,130.0,-0.73,1.02,Rock,-0.2,-0.88,3.5,0,0.57,0.05,-4.36,1.0,22,3.0,Yes,Yes,Yes,1.0,1.0,0.4,0.0,Improve,Never,Very frequently,Rarely,Sometimes,Never,Rarely,Sometimes,Never,Very frequently,Never,Rarely,Sometimes,Very frequently,Sometimes,Very frequently,Never,TR
0.81,133.0,-1.32,0.14,K pop,-0.19,-0.04,-3.5,1,0.56,0.1,-4.36,-1.57,19,5.0,Yes,Yes,Yes,0.4,0.2,0.2,0.1,Improve,Rarely,Sometimes,Sometimes,Never,Never,Rarely,Rarely,Very frequently,Rarely,Never,Never,Very frequently,Very frequently,Rarely,Rarely,Rarely,PT
-1.07,133.0,0.6,-0.33,K pop,-0.2,-0.35,-2.11,1,0.56,0.05,-4.36,-1.63,21,1.0,Yes,Yes,Yes,0.5,0.3,0.5,0.3,Improve,Never,Never,Rarely,Never,Never,Very frequently,Rarely,Very frequently,Never,Sometimes,Never,Sometimes,Sometimes,Rarely,Never,Rarely,FR
-0.61,131.0,-0.37,1.02,Rock,-0.19,-0.32,7.0,0,0.57,0.07,-4.36,0.87,16,8.0,Yes,Yes,No,0.8,0.9,0.5,1.0,Improve,Very frequently,Never,Rarely,Sometimes,Never,Never,Rarely,Rarely,Rarely,Rarely,Rarely,Sometimes,Rarely,Never,Very frequently,Sometimes,TR
-1.1,139.0,-0.73,0.72,Rock,-0.18,-0.32,4.5,1,0.63,0.05,-4.36,-0.54,18,5.0,Yes,Yes,No,0.7,0.6,0.5,0.0,Improve,Very frequently,Never,Never,Sometimes,Never,Sometimes,Sometimes,Rarely,Never,Sometimes,Very frequently,Sometimes,Rarely,Sometimes,Very frequently,Sometimes,TR
-1.1,135.0,-1.03,0.6,Rock,-0.18,-0.24,3.5,1,0.47,0.05,-4.36,-1.15,23,3.0,Yes,Yes,Yes,1.0,0.7,0.0,1.0,Improve,Rarely,Rarely,Never,Very frequently,Never,Sometimes,Sometimes,Never,Never,Never,Very frequently,Very frequently,Very frequently,Sometimes,Very frequently,Never,ZA
-1.08,133.0,-0.68,1.11,Rock,-0.13,-0.85,-2.79,0,0.56,0.03,-4.36,0.36,13,16.9,Yes,Yes,No,0.46,0.61,0.13,0.39,Improve,Rarely,Sometimes,Sometimes,Rarely,Never,Rarely,Sometimes,Sometimes,Never,Rarely,Rarely,Sometimes,Rarely,Sometimes,Rarely,Never,CZ
-1.08,133.0,-0.18,0.42,Rock,-0.2,1.06,-1.61,0,0.56,0.03,-4.36,-0.45,16,4.0,Yes,Yes,No,0.3,0.0,0.6,0.9,Improve,Rarely,Sometimes,Sometimes,Sometimes,Never,Sometimes,Rarely,Sometimes,Never,Very frequently,Very frequently,Very frequently,Never,Never,Very frequently,Sometimes,ZA
0.03,133.0,-0.07,-2.1,Rock,-0.2,-0.7,-3.67,1,0.56,0.05,-4.37,-1.51,14,12.0,Yes,Yes,Yes,0.8,0.6,1.0,0.5,Improve,Sometimes,Sometimes,Rarely,Rarely,Rarely,Very frequently,Sometimes,Never,Never,Very frequently,Never,Very frequently,Very frequently,Very frequently,Very frequently,Sometimes,CZ
-1.1,136.0,-1.32,1.61,Metal,-0.2,0.74,2.0,0,0.74,0.07,-4.36,-0.01,16,5.0,Yes,Yes,Yes,0.7,0.4,0.8,0.0,Improve,Sometimes,Never,Never,Rarely,Never,Rarely,Sometimes,Never,Never,Rarely,Very frequently,Sometimes,Never,Sometimes,Very frequently,Sometimes,CZ
-0.45,133.0,-1.9,-1.23,Folk,0.58,0.01,-3.67,0,0.56,0.03,-4.36,-1.73,10,14.24,Yes,Yes,No,0.85,0.94,0.01,0.39,Improve,Never,Rarely,Never,Never,Never,Sometimes,Rarely,Never,Never,Very frequently,Rarely,Very frequently,Never,Never,Sometimes,Sometimes,ZA
0.29,133.0,0.41,0.71,Hip hop,-0.2,-0.5,-1.88,0,0.56,0.2,-4.36,-1.94,18,1.5,No,No,No,0.3,0.7,0.4,0.0,Improve,Never,Never,Never,Never,Never,Sometimes,Sometimes,Never,Never,Sometimes,Never,Very frequently,Never,Sometimes,Sometimes,Never,FR
-0.89,133.0,-2.2,0.42,K pop,-0.2,1.81,-1.54,1,0.56,0.04,-4.37,-0.44,19,3.0,Yes,Yes,Yes,0.6,0.0,0.3,0.0,Improve,Sometimes,Rarely,Rarely,Sometimes,Never,Rarely,Never,Very frequently,Never,Sometimes,Never,Very frequently,Very frequently,Very frequently,Very frequently,Never,SE
-0.89,140.0,-1.97,-0.35,Rock,-0.19,-0.4,3.5,0,0.76,0.05,-4.36,-0.89,23,3.0,Yes,No,No,1.0,0.5,0.2,0.0,Improve,Never,Never,Never,Rarely,Never,Never,Sometimes,Never,Never,Rarely,Never,Sometimes,Rarely,Never,Very frequently,Never,PE
-0.93,133.0,0.61,-1.18,K pop,-0.2,0.04,-2.84,1,0.56,0.1,-4.36,-0.93,22,2.0,Yes,Yes,Yes,0.7,0.8,0.5,0.1,No effect,Never,Never,Very frequently,Never,Never,Sometimes,Never,Very frequently,Never,Never,Never,Sometimes,Never,Sometimes,Very frequently,Rarely,CZ
-1.05,133.0,-0.66,1.47,K pop,-0.19,-0.56,-1.36,1,0.56,0.03,-4.36,-0.78,14,2.0,Yes,Yes,Yes,0.4,0.4,0.2,0.2,Improve,Sometimes,Never,Rarely,Never,Never,Sometimes,Sometimes,Very frequently,Never,Sometimes,Never,Rarely,Rarely,Rarely,Never,Rarely,CZ
-0.69,133.0,-0.58,-0.26,K pop,5.65,0.27,-3.44,1,0.56,0.03,-4.36,-0.53,21,1.0,Yes,Yes,Yes,0.5,0.3,0.5,0.3,Improve,Never,Never,Rarely,Never,Never,Very frequently,Rarely,Very frequently,Never,Sometimes,Never,Sometimes,Sometimes,Rarely,Never,Rarely,EE
-0.34,133.0,-0.78,-0.07,EDM,-0.2,-0.72,-1.46,1,0.56,0.16,-4.37,-0.04,22,1.0,No,Yes,No,0.2,0.7,0.5,0.0,Improve,Never,Never,Very frequently,Never,Rarely,Sometimes,Sometimes,Never,Never,Never,Never,Very frequently,Very frequently,Sometimes,Sometimes,Never,AE
-0.21,131.0,0.14,-0.41,Rock,-0.19,-0.88,5.0,1,0.69,0.05,-4.36,1.22,16,2.0,Yes,No,No,0.7,0.4,1.0,0.2,Improve,Rarely,Never,Very frequently,Rarely,Never,Never,Never,Never,Never,Rarely,Rarely,Sometimes,Rarely,Never,Very frequently,Very frequently,SE
0.83,133.0,0.08,-0.92,K pop,-0.2,0.37,-3.37,1,0.56,0.05,-4.36,0.7,19,3.0,Yes,Yes,Yes,0.6,0.0,0.3,0.0,Improve,Sometimes,Rarely,Rarely,Sometimes,Never,Rarely,Never,Very frequently,Never,Sometimes,Never,Very frequently,Very frequently,Very frequently,Very frequently,Never,SE
-1.02,133.0,-0.89,0.56,Rock,-0.07,-0.1,-2.11,0,0.56,0.05,-4.35,-0.51,16,3.0,Yes,Yes,Yes,1.0,0.6,0.8,1.0,Improve,Rarely,Rarely,Never,Rarely,Sometimes,Sometimes,Sometimes,Never,Rarely,Never,Sometimes,Never,Sometimes,Rarely,Very frequently,Sometimes,CZ
1.29,133.0,-0.91,-1.49,K pop,-0.2,0.7,-2.61,0,0.56,0.06,-4.35,0.84,18,12.0,Yes,Yes,Yes,0.3,0.7,0.5,0.2,Improve,Never,Never,Never,Never,Never,Sometimes,Never,Very frequently,Sometimes,Never,Rarely,Very frequently,Sometimes,Sometimes,Rarely,Never,HN
0.96,133.0,0.14,-0.59,K pop,-0.18,-0.43,-3.08,0,0.56,0.06,-4.35,-0.24,16,3.0,Yes,Yes,Yes,0.2,0.7,0.0,0.0,Improve,Rarely,Never,Rarely,Never,Never,Very frequently,Very frequently,Very frequently,Never,Sometimes,Never,Very frequently,Very frequently,Very frequently,Very frequently,Sometimes,LU
-0.23,133.0,0.16,-0.26,K pop,8.38,-0.51,-2.88,0,0.56,0.07,-4.36,1.0,19,2.0,Yes,Yes,Yes,0.7,0.6,0.5,0.1,Improve,Rarely,Never,Rarely,Never,Never,Sometimes,Sometimes,Very frequently,Never,Sometimes,Never,Sometimes,Very frequently,Rarely,Sometimes,Sometimes,UA
2.76,133.0,-0.64,-1.95,Rock,-0.15,0.0,-3.93,1,0.56,0.03,-4.36,0.38,18,5.0,Yes,Yes,No,0.7,0.6,0.5,0.0,Improve,Very frequently,Never,Never,Sometimes,Never,Sometimes,Sometimes,Rarely,Never,Sometimes,Very frequently,Sometimes,Rarely,Sometimes,Very frequently,Sometimes,MA
0.07,133.0,0.52,-0.2,Rock,-0.2,-0.37,-1.81,0,0.56,0.05,-4.36,0.42,14,12.0,Yes,Yes,Yes,0.8,0.6,1.0,0.5,Improve,Sometimes,Sometimes,Rarely,Rarely,Rarely,Very frequently,Sometimes,Never,Never,Very frequently,Never,Very frequently,Very frequently,Very frequently,Very frequently,Sometimes,SE
-0.21,131.0,0.14,-0.41,Rock,-0.19,-0.88,5.0,1,0.69,0.05,-4.36,1.22,15,6.0,Yes,No,No,0.8,0.3,0.5,0.2,Improve,Rarely,Never,Sometimes,Rarely,Never,Sometimes,Rarely,Never,Never,Rarely,Rarely,Sometimes,Sometimes,Never,Very frequently,Sometimes,KZ
2.06,133.0,-1.79,-2.51,Rap,-0.2,0.98,-4.22,1,0.56,0.04,-4.37,-1.38,18,1.0,No,Yes,Yes,0.2,0.0,0.3,0.0,Improve,Rarely,Never,Never,Never,Never,Sometimes,Never,Never,Rarely,Sometimes,Never,Sometimes,Never,Very frequently,Never,Sometimes,PH
-0.81,135.0,-1.83,1.49,Rock,-0.19,3.0,2.5,0,0.67,0.07,-4.36,1.3,22,3.0,Yes,No,No,0.9,1.0,0.3,0.9,Improve,Never,Rarely,Never,Very frequently,Never,Rarely,Never,Never,Never,Never,Very frequently,Rarely,Never,Never,Very frequently,Rarely,IT
-0.77,145.0,0.43,1.91,Rock,-0.19,1.55,2.5,0,0.73,0.09,-4.36,1.57,20,4.0,Yes,Yes,Yes,0.5,0.7,0.7,0.0,No effect,Rarely,Never,Sometimes,Never,Never,Rarely,Never,Very frequently,Rarely,Rarely,Sometimes,Very frequently,Rarely,Rarely,Very frequently,Rarely,IT
-1.08,133.0,2.06,0.84,Hip hop,-0.2,-0.69,-1.98,1,0.56,0.08,-4.36,1.17,18,7.0,Yes,Yes,Yes,0.3,0.1,0.0,0.3,Improve,Very frequently,Rarely,Never,Never,Rarely,Very frequently,Very frequently,Rarely,Never,Sometimes,Never,Sometimes,Sometimes,Sometimes,Rarely,Rarely,DO
0.44,132.0,0.29,-1.0,Rock,-0.19,-0.64,6.0,1,0.65,0.05,-4.36,1.57,17,2.0,Yes,No,Yes,0.7,0.3,0.1,0.5,Improve,Never,Rarely,Rarely,Rarely,Never,Never,Never,Rarely,Never,Sometimes,Rarely,Sometimes,Never,Rarely,Very frequently,Very frequently,SE
0.89,133.0,1.21,-1.39,K pop,-0.2,0.19,-2.45,1,0.56,0.15,-4.37,1.13,16,3.0,Yes,Yes,Yes,0.2,0.7,0.0,0.0,Improve,Rarely,Never,Rarely,Never,Never,Very frequently,Very frequently,Very frequently,Never,Sometimes,Never,Very frequently,Very frequently,Very frequently,Very frequently,Sometimes,HK
-0.65,133.0,1.95,-0.72,Rock,2.8,-0.01,-2.15,0,0.56,0.17,-4.36,0.95,18,1.0,Yes,Yes,No,0.5,0.6,0.8,0.2,Improve,Sometimes,Never,Sometimes,Never,Never,Rarely,Rarely,Never,Never,Rarely,Very frequently,Sometimes,Never,Rarely,Very frequently,Rarely,LT
-0.09,133.0,1.22,-1.43,K pop,-0.2,-0.26,-3.06,1,0.56,0.05,-4.36,-1.06,18,1.0,No,No,Yes,0.5,0.1,0.4,0.0,Improve,Never,Never,Rarely,Never,Never,Very frequently,Never,Very frequently,Never,Sometimes,Never,Sometimes,Sometimes,Rarely,Rarely,Never,CZ
1.23,133.0,1.17,0.02,K pop,-0.2,-0.59,-1.06,0,0.56,0.08,-4.36,1.72,16,4.0,Yes,Yes,Yes,0.8,0.9,0.4,0.0,Improve,Very frequently,Rarely,Rarely,Sometimes,Rarely,Very frequently,Sometimes,Very frequently,Sometimes,Very frequently,Very frequently,Very frequently,Sometimes,Rarely,Sometimes,Rarely,CO
-0.14,133.0,-0.44,-0.71,K pop,-0.2,-0.55,-2.05,1,0.56,0.03,-4.36,-0.74,18,1.0,No,No,Yes,0.5,0.1,0.4,0.0,Improve,Never,Never,Rarely,Never,Never,Very frequently,Never,Very frequently,Never,Sometimes,Never,Sometimes,Sometimes,Rarely,Rarely,Never,CZ
-1.04,133.0,-0.81,0.25,Rock,0.77,-0.17,-4.5,0,0.56,0.04,-4.36,0.56,15,4.0,Yes,Yes,No,0.8,0.6,0.4,0.0,Improve,Never,Never,Rarely,Never,Never,Rarely,Never,Sometimes,Never,Very frequently,Sometimes,Very frequently,Sometimes,Rarely,Very frequently,Never,AE
0.11,133.0,-0.65,-1.22,K pop,-0.2,-0.53,-2.25,1,0.56,0.05,-4.36,0.36,16,3.0,Yes,Yes,Yes,0.2,0.7,0.0,0.0,Improve,Rarely,Never,Rarely,Never,Never,Very frequently,Very frequently,Very frequently,Never,Sometimes,Never,Very frequently,Very frequently,Very frequently,Very frequently,Sometimes,SE
-1.09,133.0,0.27,0.67,K pop,-0.2,-0.27,-1.05,1,0.56,0.07,-4.36,0.69,19,1.0,No,Yes,Yes,1.0,0.1,0.0,0.0,Improve,Never,Never,Never,Never,Never,Never,Sometimes,Very frequently,Never,Never,Never,Never,Never,Never,Never,Rarely,BG
-1.07,133.0,-1.12,0.93,K pop,-0.18,-0.66,-1.37,1,0.56,0.05,-4.36,-0.69,19,8.0,Yes,Yes,Yes,0.4,0.3,0.0,0.0,Improve,Very frequently,Never,Rarely,Never,Never,Sometimes,Sometimes,Very frequently,Never,Very frequently,Never,Very frequently,Sometimes,Rarely,Rarely,Rarely,CZ
-1.05,133.0,-1.5,1.43,Metal,-0.2,-0.64,-1.25,0,0.56,0.05,-4.36,-1.37,20,3.0,Yes,Yes,No,0.7,0.4,0.7,0.0,Improve,Sometimes,Rarely,Never,Never,Never,Rarely,Sometimes,Never,Never,Rarely,Very frequently,Rarely,Never,Rarely,Very frequently,Sometimes,CZ
-0.65,133.0,-0.77,1.96,Metal,-0.2,-0.76,-1.18,1,0.56,0.14,-4.36,0.24,19,6.0,Yes,Yes,No,0.1,0.0,0.0,0.0,Improve,Sometimes,Never,Never,Never,Never,Never,Never,Never,Never,Never,Very frequently,Rarely,Never,Never,Very frequently,Sometimes,CZ
0.03,133.0,-0.07,-2.1,Rock,-0.2,-0.7,-3.67,1,0.56,0.05,-4.37,-1.51,23,1.0,Yes,Yes,Yes,0.8,0.6,0.1,0.4,Improve,Rarely,Rarely,Sometimes,Sometimes,Never,Sometimes,Rarely,Rarely,Never,Sometimes,Sometimes,Very frequently,Sometimes,Sometimes,Very frequently,Very frequently,CZ
-0.83,133.0,-0.6,1.06,EDM,-0.19,1.68,-1.52,0,0.56,0.08,-4.36,-1.42,22,1.0,No,Yes,No,0.2,0.7,0.5,0.0,Improve,Never,Never,Very frequently,Never,Rarely,Sometimes,Sometimes,Never,Never,Never,Never,Very frequently,Very frequently,Sometimes,Sometimes,Never,BY
-0.81,130.0,-0.73,1.02,Rock,-0.2,-0.88,3.5,0,0.57,0.05,-4.36,1.0,20,3.0,Yes,Yes,Yes,0.6,0.7,0.0,0.0,Improve,Never,Never,Rarely,Never,Never,Rarely,Never,Sometimes,Never,Rarely,Rarely,Sometimes,Sometimes,Rarely,Very frequently,Sometimes,CZ
-0.46,133.0,0.87,0.0,Rap,-0.2,5.13,-2.9,0,0.56,0.28,-4.36,-0.04,18,2.0,No,Yes,Yes,0.6,0.3,0.4,0.2,Improve,Rarely,Never,Never,Never,Never,Very frequently,Rarely,Never,Never,Never,Rarely,Sometimes,Rarely,Very frequently,Rarely,Very frequently,AT
2.33,128.0,-1.24,-2.07,K pop,-0.18,-0.48,4.5,1,0.43,0.07,-4.36,-1.06,19,1.0,No,Yes,Yes,1.0,0.1,0.0,0.0,Improve,Never,Never,Never,Never,Never,Never,Sometimes,Very frequently,Never,Never,Never,Never,Never,Never,Never,Rarely,MA
0.63,133.0,-1.93,-1.22,Latin,-0.2,0.09,-1.91,1,0.56,0.03,-4.36,-1.39,18,5.0,Yes,Yes,Yes,1.0,0.6,0.0,0.0,Improve,Very frequently,Sometimes,Rarely,Never,Never,Sometimes,Rarely,Sometimes,Very frequently,Sometimes,Never,Very frequently,Sometimes,Rarely,Sometimes,Never,ZA
-1.02,138.0,-2.05,-0.47,Metal,-0.19,-0.64,5.5,0,0.59,0.05,-4.36,-1.06,19,6.0,Yes,Yes,Yes,0.9,0.8,0.2,0.3,Improve,Never,Never,Never,Rarely,Never,Rarely,Sometimes,Rarely,Never,Sometimes,Very frequently,Sometimes,Never,Never,Sometimes,Sometimes,CZ
0.4,133.0,1.54,0.82,Latin,-0.15,-0.16,-1.5,0,0.56,0.08,-4.36,1.54,18,5.0,Yes,Yes,Yes,1.0,0.6,0.0,0.0,Improve,Very frequently,Sometimes,Rarely,Never,Never,Sometimes,Rarely,Sometimes,Very frequently,Sometimes,Never,Very frequently,Sometimes,Rarely,Sometimes,Never,CO
-0.38,133.0,0.93,0.98,K pop,-0.2,-0.91,-1.14,1,0.56,0.14,-4.36,1.64,14,2.0,Yes,Yes,Yes,0.4,0.4,0.2,0.2,Improve,Sometimes,Never,Rarely,Never,Never,Sometimes,Sometimes,Very frequently,Never,Sometimes,Never,Rarely,Rarely,Rarely,Never,Rarely,TR
1.61,133.0,-0.18,-1.54,K pop,-0.2,-0.8,-2.96,1,0.56,0.24,-4.36,0.17,18,1.0,No,No,Yes,0.5,0.1,0.4,0.0,Improve,Never,Never,Rarely,Never,Never,Very frequently,Never,Very frequently,Never,Sometimes,Never,Sometimes,Sometimes,Rarely,Rarely,Never,MA
1.56,133.0,1.19,-2.7,Latin,1.09,-0.55,-5.86,1,0.56,0.07,-4.36,-1.37,18,5.0,Yes,Yes,Yes,1.0,0.6,0.0,0.0,Improve,Very frequently,Sometimes,Rarely,Never,Never,Sometimes,Rarely,Sometimes,Very frequently,Sometimes,Never,Very frequently,Sometimes,Rarely,Sometimes,Never,PH
-1.09,133.0,-2.31,2.08,Rock,-0.2,1.38,-0.91,0,0.56,0.17,-4.35,-2.13,23,2.0,No,Yes,Yes,0.5,0.7,1.0,0.2,No effect,Rarely,Never,Rarely,Rarely,Never,Sometimes,Never,Rarely,Rarely,Rarely,Very frequently,Sometimes,Sometimes,Sometimes,Very frequently,Never,BY
-1.09,133.0,-1.54,0.23,K pop,-0.08,-0.64,-1.84,1,0.56,0.04,-4.36,-0.86,18,2.0,Yes,Yes,Yes,0.6,0.0,0.0,0.0,Improve,Rarely,Never,Sometimes,Never,Never,Never,Never,Very frequently,Never,Never,Rarely,Sometimes,Never,Never,Rarely,Never,CZ
-1.09,133.0,-1.04,0.84,Video game music,-0.18,1.03,-1.22,1,0.56,0.17,-4.36,-1.21,23,2.0,Yes,Yes,Yes,1.0,0.7,0.7,0.3,Worsen,Sometimes,Never,Very frequently,Never,Never,Rarely,Rarely,Sometimes,Never,Sometimes,Never,Very frequently,Rarely,Sometimes,Sometimes,Very frequently,ZA
-1.08,133.0,-1.39,1.44,Rock,-0.2,2.86,-0.99,1,0.56,0.07,-4.36,0.74,18,1.0,No,Yes,Yes,0.8,0.9,0.6,0.1,Improve,Sometimes,Rarely,Never,Sometimes,Never,Sometimes,Never,Never,Never,Never,Sometimes,Sometimes,Rarely,Rarely,Very frequently,Rarely,IT
-0.35,133.0,-0.79,1.39,Rock,0.52,-0.1,-2.03,0,0.56,0.06,-4.37,-0.67,21,4.0,Yes,Yes,No,0.7,0.4,0.6,0.1,Improve,Rarely,Never,Never,Rarely,Never,Never,Never,Never,Never,Never,Rarely,Very frequently,Rarely,Never,Very frequently,Never,CZ
1.32,139.0,-0.59,-1.3,Rock,-0.2,-0.72,4.5,0,0.54,0.05,-4.36,-0.8,23,3.0,No,Yes,No,0.7,0.6,0.4,0.2,Improve,Rarely,Never,Sometimes,Sometimes,Never,Rarely,Never,Never,Never,Rarely,Rarely,Sometimes,Never,Never,Very frequently,Sometimes,MA
-1.08,133.0,0.28,1.95,Latin,3.69,1.36,-0.88,0,0.56,0.04,-4.36,-0.48,18,5.0,Yes,Yes,Yes,1.0,0.6,0.0,0.0,Improve,Very frequently,Sometimes,Rarely,Never,Never,Sometimes,Rarely,Sometimes,Very frequently,Sometimes,Never,Very frequently,Sometimes,Rarely,Sometimes,Never,SA
-1.0,133.0,-1.43,0.53,Rock,-0.2,1.07,-1.44,1,0.56,0.03,-4.36,-0.75,20,0.7,No,No,No,0.5,0.6,0.8,0.2,Improve,Rarely,Never,Never,Never,Never,Never,Never,Never,Never,Sometimes,Rarely,Very frequently,Rarely,Never,Very frequently,Rarely,CZ
