Timestamp,Age,Primary streaming service,Hours per day,While working,Instrumentalist,Composer,Fav genre,Exploratory,Foreign languages,BPM,Frequency [Classical],Frequency [Country],Frequency [EDM],Frequency [Folk],Frequency [Gospel],Frequency [Hip hop],Frequency [Jazz],Frequency [K pop],Frequency [Latin],Frequency [Lofi],Frequency [Metal],Frequency [Pop],Frequency [R&B],Frequency [Rap],Frequency [Rock],Frequency [Video game music],Anxiety,Depression,Insomnia,OCD,Music effects,Permissions
8/29/2022 3:17:19,16.0,Spotify,0.5,No,No,No,Rock,No,Yes,156.0,Sometimes,Never,Rarely,Never,Never,Rarely,Rarely,Never,Never,Never,Never,Sometimes,Never,Never,Very frequently,Sometimes,8.0,0.0,0.0,0.0,Improve,I understand.
8/29/2022 3:21:18,20.0,Apple Music,8.0,Yes,Yes,Yes,Country,Yes,No,120.0,Never,Very frequently,Never,Sometimes,Never,Rarely,Never,Never,Never,Never,Never,Rarely,Rarely,Rarely,Sometimes,Never,8.0,9.0,2.0,5.0,No effect,I understand.
8/29/2022 3:29:44,33.0,Spotify,2.0,Yes,No,No,Metal,Yes,Yes,,Rarely,Rarely,Never,Rarely,Never,Sometimes,Never,Never,Never,Never,Very frequently,Never,Never,Sometimes,Sometimes,Sometimes,7.0,2.0,3.0,0.0,Improve,I understand.
8/29/2022 3:32:43,22.0,Spotify,3.0,Yes,Yes,Yes,Rock,Yes,Yes,90.0,Never,Very frequently,Rarely,Sometimes,Never,Rarely,Sometimes,Never,Very frequently,Never,Rarely,Sometimes,Very frequently,Sometimes,Very frequently,Never,10.0,10.0,4.0,0.0,Improve,I understand.
8/29/2022 3:44:33,21.0,Spotify,3.0,Yes,No,No,Hip hop,Yes,Yes,85.0,Never,Never,Rarely,Never,Never,Very frequently,Rarely,Never,Never,Sometimes,Never,Very frequently,Very frequently,Very frequently,Very frequently,Never,8.0,8.0,3.0,3.0,Improve,I understand.
8/29/2022 3:46:02,21.0,Apple Music,5.0,Yes,Yes,No,Metal,Yes,Yes,171.0,Rarely,Never,Sometimes,Never,Never,Very frequently,Sometimes,Never,Never,Sometimes,Very frequently,Rarely,Sometimes,Very frequently,Sometimes,Sometimes,8.0,7.0,7.0,4.0,Improve,I understand.
8/29/2022 3:47:32,29.0,Apple Music,1.5,Yes,No,Yes,Rock,Yes,Yes,108.0,Rarely,Never,Sometimes,Never,Never,Rarely,Rarely,Never,Never,Never,Rarely,Very frequently,Very frequently,Very frequently,Very frequently,Never,8.0,7.0,1.0,2.0,Improve,I understand.
8/29/2022 3:49:29,56.0,I do not use a streaming service.,1.0,Yes,No,No,Pop,No,No,105.0,Never,Rarely,Never,Rarely,Never,Never,Never,Never,Never,Never,Never,Sometimes,Sometimes,Never,Sometimes,Never,6.0,5.0,10.0,2.0,No effect,I understand.
8/29/2022 4:02:01,17.0,Spotify,2.0,Yes,Yes,No,Pop,Yes,No,76.0,Sometimes,Never,Never,Never,Never,Rarely,Rarely,Never,Never,Rarely,Never,Very frequently,Rarely,Rarely,Never,Rarely,7.0,6.0,0.0,4.0,Improve,I understand.
8/29/2022 4:02:12,22.0,Spotify,1.0,Yes,No,No,Pop,No,No,108.0,Rarely,Rarely,Sometimes,Never,Never,Never,Rarely,Never,Never,Never,Never,Very frequently,Never,Never,Rarely,Rarely,7.0,4.0,0.0,0.0,Improve,I understand.
8/29/2022 4:10:25,26.0,Spotify,4.0,Yes,No,No,Pop,Yes,Yes,140.0,Sometimes,Sometimes,Rarely,Rarely,Never,Sometimes,Never,Rarely,Never,Rarely,Never,Very frequently,Rarely,Rarely,Very frequently,Rarely,8.0,7.0,2.0,10.0,No effect,I understand.
8/29/2022 4:17:46,30.0,Spotify,1.0,Yes,No,No,EDM,Yes,Yes,200.0,Never,Never,Very frequently,Never,Never,Sometimes,Never,Never,Never,Never,Rarely,Never,Never,Sometimes,Never,Never,4.0,4.0,4.0,0.0,Improve,I understand.
8/29/2022 4:36:16,49.0,Spotify,2.0,Yes,No,No,Folk,Yes,No,147.0,Rarely,Rarely,Sometimes,Very frequently,Never,Sometimes,Rarely,Never,Never,Sometimes,Rarely,Sometimes,Sometimes,Sometimes,Rarely,Rarely,0.0,0.0,2.0,0.0,No effect,I understand.
8/29/2022 4:37:05,22.0,Spotify,2.0,Yes,Yes,Yes,EDM,Yes,Yes,120.0,Rarely,Sometimes,Very frequently,Sometimes,Rarely,Sometimes,Sometimes,Rarely,Rarely,Sometimes,Very frequently,Sometimes,Sometimes,Very frequently,Sometimes,Very frequently,6.0,4.0,0.0,1.0,Improve,I understand.
8/29/2022 4:41:30,32.0,Spotify,2.0,No,No,No,Rock,Yes,No,158.0,Never,Rarely,Sometimes,Rarely,Never,Sometimes,Never,Never,Never,Sometimes,Rarely,Sometimes,Sometimes,Sometimes,Sometimes,Never,4.0,7.0,0.0,0.0,Improve,I understand.
8/29/2022 4:42:51,32.0,I do not use a streaming service.,1.0,No,No,No,Rock,No,No,110.0,Rarely,Sometimes,Never,Sometimes,Never,Never,Never,Never,Rarely,Never,Sometimes,Very frequently,Rarely,Never,Very frequently,Never,8.0,4.0,3.0,0.0,No effect,I understand.
8/29/2022 4:51:37,22.0,YouTube Music,6.0,Yes,No,No,Country,Yes,No,103.0,Never,Very frequently,Never,Rarely,Never,Sometimes,Never,Never,Rarely,Never,Sometimes,Never,Never,Sometimes,Very frequently,Rarely,5.0,5.0,3.0,3.0,Improve,I understand.
8/29/2022 4:53:44,17.0,Spotify,2.0,Yes,No,No,Rock,Yes,Yes,93.0,Never,Rarely,Sometimes,Sometimes,Rarely,Rarely,Sometimes,Rarely,Rarely,Rarely,Very frequently,Very frequently,Sometimes,Sometimes,Very frequently,Sometimes,0.0,8.0,0.0,0.0,Improve,I understand.
8/29/2022 4:57:35,21.0,Spotify,4.0,Yes,Yes,No,Rock,Yes,No,62.0,Rarely,Never,Never,Rarely,Never,Never,Never,Never,Never,Never,Rarely,Very frequently,Rarely,Never,Very frequently,Never,7.0,4.0,6.0,1.0,Improve,I understand.
8/29/2022 5:06:50,17.0,Spotify,1.5,Yes,No,No,Rock,Yes,Yes,180.0,Very frequently,Never,Rarely,Rarely,Never,Never,Never,Never,Very frequently,Rarely,Rarely,Sometimes,Sometimes,Rarely,Very frequently,Rarely,8.0,7.0,7.0,3.0,No effect,I understand.
8/29/2022 5:08:52,25.0,Spotify,3.0,Yes,No,No,Metal,No,No,150.0,Sometimes,Sometimes,Rarely,Rarely,Never,Never,Never,Never,Never,Never,Very frequently,Sometimes,Sometimes,Never,Very frequently,Sometimes,9.0,8.0,6.0,2.0,Improve,I understand.
8/29/2022 5:14:53,15.0,Spotify,4.0,Yes,No,Yes,Rock,Yes,No,105.0,Never,Never,Rarely,Never,Never,Rarely,Never,Sometimes,Never,Very frequently,Sometimes,Very frequently,Sometimes,Rarely,Very frequently,Never,8.0,6.0,4.0,0.0,Improve,I understand.
8/29/2022 5:20:21,13.0,Spotify,10.0,Yes,No,No,Rap,Yes,No,140.0,Never,Never,Rarely,Never,Never,Sometimes,Never,Never,Never,Sometimes,Never,Rarely,Rarely,Very frequently,Never,Rarely,7.0,2.0,0.0,8.0,Improve,I understand.
8/29/2022 5:22:38,38.0,Spotify,3.0,Yes,No,No,Rock,No,Yes,,Very frequently,Rarely,Never,Rarely,Never,Never,Sometimes,Never,Rarely,Never,Very frequently,Sometimes,Rarely,Never,Very frequently,Never,6.0,7.0,7.0,7.0,No effect,I understand.
8/29/2022 5:35:40,23.0,Apple Music,3.0,No,No,No,Rock,Yes,No,161.0,Rarely,Never,Sometimes,Sometimes,Never,Rarely,Never,Never,Never,Rarely,Rarely,Sometimes,Never,Never,Very frequently,Sometimes,7.0,6.0,4.0,2.0,Improve,I understand.
8/29/2022 5:37:56,17.0,Spotify,3.0,Yes,No,No,Pop,Yes,Yes,120.0,Sometimes,Sometimes,Sometimes,Rarely,Rarely,Very frequently,Rarely,Very frequently,Never,Very frequently,Never,Very frequently,Very frequently,Very frequently,Very frequently,Rarely,1.0,1.0,1.0,0.0,Improve,I understand.
8/29/2022 5:41:25,59.0,YouTube Music,2.0,Yes,No,No,Pop,Yes,No,103.0,Rarely,Never,Very frequently,Rarely,Never,Rarely,Sometimes,Rarely,Rarely,Rarely,Never,Very frequently,Very frequently,Rarely,Sometimes,Never,1.0,1.0,3.0,0.0,Improve,I understand.
8/29/2022 5:45:03,22.0,Spotify,2.0,Yes,Yes,Yes,Pop,Yes,No,72.0,Rarely,Rarely,Never,Rarely,Rarely,Sometimes,Sometimes,Never,Rarely,Rarely,Never,Very frequently,Very frequently,Sometimes,Sometimes,Rarely,2.0,7.0,1.0,2.0,Improve,I understand.
8/29/2022 5:50:21,17.0,Apple Music,3.0,Yes,No,No,Pop,Yes,Yes,113.0,Sometimes,Rarely,Never,Never,Never,Very frequently,Sometimes,Very frequently,Rarely,Never,Never,Very frequently,Rarely,Very frequently,Sometimes,Rarely,6.0,2.0,3.0,1.0,No effect,I understand.
8/29/2022 6:00:25,27.0,Spotify,2.0,No,No,No,Pop,No,No,120.0,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Rarely,Very frequently,Never,Sometimes,Sometimes,Rarely,7.0,7.0,3.0,2.0,No effect,I understand.
8/29/2022 6:13:47,23.0,Spotify,5.0,Yes,Yes,No,Video game music,No,No,95.0,Sometimes,Never,Sometimes,Never,Never,Rarely,Rarely,Rarely,Never,Sometimes,Rarely,Sometimes,Rarely,Sometimes,Sometimes,Sometimes,8.0,7.0,0.0,3.0,No effect,I understand.
8/29/2022 6:31:56,15.0,Spotify,6.0,Yes,No,No,Rock,No,No,97.0,Rarely,Never,Sometimes,Rarely,Never,Sometimes,Rarely,Never,Never,Rarely,Rarely,Sometimes,Sometimes,Never,Very frequently,Sometimes,8.0,3.0,5.0,2.0,Improve,I understand.
8/29/2022 6:44:14,22.0,Spotify,3.0,Yes,Yes,Yes,EDM,Yes,No,140.0,Rarely,Rarely,Very frequently,Sometimes,Rarely,Sometimes,Rarely,Never,Never,Rarely,Sometimes,Sometimes,Sometimes,Sometimes,Very frequently,Very frequently,5.0,4.0,2.0,0.0,Improve,I understand.
8/29/2022 6:58:24,23.0,Spotify,5.0,Yes,No,No,Lofi,Yes,Yes,120.0,Very frequently,Rarely,Sometimes,Sometimes,Rarely,Rarely,Sometimes,Rarely,Rarely,Very frequently,Rarely,Very frequently,Very frequently,Rarely,Very frequently,Very frequently,7.0,10.0,10.0,1.0,Improve,I understand.
8/29/2022 7:11:40,19.0,Spotify,5.0,Yes,No,No,Country,Yes,Yes,118.0,Rarely,Very frequently,Never,Very frequently,Sometimes,Rarely,Sometimes,Never,Very frequently,Rarely,Never,Sometimes,Sometimes,Rarely,Sometimes,Never,7.0,6.0,8.0,4.0,Improve,I understand.
8/29/2022 7:17:09,32.0,Spotify,6.0,Yes,No,No,Rock,No,No,91.0,Never,Rarely,Sometimes,Never,Never,Rarely,Rarely,Never,Never,Never,Never,Sometimes,Rarely,Rarely,Very frequently,Rarely,8.0,7.0,0.0,9.0,Improve,I understand.
8/29/2022 7:48:34,40.0,Spotify,6.0,Yes,No,No,Rock,Yes,Yes,128.0,Sometimes,Sometimes,Sometimes,Sometimes,Rarely,Sometimes,Sometimes,Never,Sometimes,Sometimes,Rarely,Sometimes,Sometimes,Sometimes,Very frequently,Rarely,10.0,7.0,3.0,3.0,No effect,I understand.
8/29/2022 7:52:49,21.0,Spotify,3.0,Yes,No,No,Country,Yes,No,86.0,Never,Very frequently,Rarely,Sometimes,Rarely,Sometimes,Never,Never,Never,Never,Rarely,Sometimes,Rarely,Sometimes,Sometimes,Never,6.0,5.0,5.0,3.0,Improve,I understand.
8/29/2022 7:53:58,21.0,Spotify,10.0,Yes,No,No,Rock,Yes,Yes,107.0,Rarely,Never,Very frequently,Sometimes,Never,Rarely,Rarely,Rarely,Rarely,Sometimes,Sometimes,Very frequently,Sometimes,Rarely,Very frequently,Very frequently,8.0,7.0,6.0,8.0,No effect,I understand.
8/29/2022 8:23:46,23.0,Spotify,2.0,Yes,No,No,Video game music,Yes,Yes,180.0,Sometimes,Never,Very frequently,Never,Never,Rarely,Rarely,Sometimes,Never,Sometimes,Never,Very frequently,Rarely,Sometimes,Sometimes,Very frequently,10.0,7.0,7.0,3.0,Worsen,I understand.
8/29/2022 8:28:46,21.0,YouTube Music,2.0,Yes,No,No,EDM,No,Yes,,Rarely,Rarely,Very frequently,Rarely,Rarely,Rarely,Never,Never,Never,Sometimes,Rarely,Sometimes,Rarely,Rarely,Sometimes,Very frequently,10.0,10.0,5.0,7.0,,I understand.
8/29/2022 8:37:30,35.0,Spotify,3.0,No,Yes,No,Folk,Yes,No,0.0,Sometimes,Sometimes,Never,Sometimes,Never,Never,Rarely,Never,Never,Rarely,Never,Rarely,Never,Never,Sometimes,Sometimes,8.0,2.0,2.0,8.0,No effect,I understand.
8/29/2022 8:38:53,18.0,Spotify,1.5,No,No,No,Hip hop,No,No,150.0,Never,Never,Never,Never,Never,Sometimes,Sometimes,Never,Never,Sometimes,Never,Very frequently,Never,Sometimes,Sometimes,Never,3.0,7.0,4.0,0.0,Improve,I understand.
8/29/2022 8:39:19,21.0,I do not use a streaming service.,10.0,Yes,No,No,Pop,Yes,No,112.0,Never,Rarely,Never,Never,Never,Rarely,Never,Never,Never,Never,Never,Sometimes,Rarely,Never,Sometimes,Never,9.0,7.0,5.0,5.0,Improve,I understand.
8/29/2022 8:47:09,22.0,I do not use a streaming service.,2.0,Yes,No,No,Video game music,No,Yes,,Never,Never,Rarely,Never,Never,Sometimes,Rarely,Never,Rarely,Never,Never,Very frequently,Never,Rarely,Sometimes,Very frequently,5.0,3.0,0.0,0.0,Improve,I understand.
8/29/2022 9:01:49,23.0,Spotify,3.0,Yes,Yes,Yes,Rock,Yes,Yes,66.0,Rarely,Rarely,Never,Very frequently,Never,Sometimes,Sometimes,Never,Never,Never,Very frequently,Very frequently,Very frequently,Sometimes,Very frequently,Never,10.0,7.0,0.0,10.0,Improve,I understand.
8/29/2022 9:07:42,13.0,Spotify,2.5,Yes,No,No,Folk,No,No,118.0,Never,Sometimes,Never,Very frequently,Never,Never,Never,Never,Never,Never,Never,Very frequently,Never,Never,Never,Never,8.0,0.0,0.0,3.0,Improve,I understand.
8/29/2022 9:13:14,19.0,Spotify,3.0,Yes,No,No,K pop,Yes,Yes,110.0,Sometimes,Rarely,Rarely,Sometimes,Never,Rarely,Never,Very frequently,Never,Sometimes,Never,Very frequently,Very frequently,Very frequently,Very frequently,Never,6.0,0.0,3.0,0.0,Improve,I understand.
8/29/2022 9:26:07,33.0,YouTube Music,0.5,Yes,Yes,No,Rock,No,No,80.0,Sometimes,Never,Rarely,Never,Never,Never,Rarely,Never,Never,Rarely,Sometimes,Rarely,Never,Never,Sometimes,Rarely,7.0,9.0,4.0,6.0,Improve,I understand.
8/29/2022 9:42:23,18.0,Spotify,16.0,Yes,No,Yes,Jazz,Yes,Yes,90.0,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Very frequently,Very frequently,Very frequently,Very frequently,Very frequently,Very frequently,Very frequently,Very frequently,Very frequently,Very frequently,Rarely,3.0,2.0,5.0,6.0,Improve,I understand.
8/29/2022 9:43:35,17.0,YouTube Music,6.0,Yes,Yes,No,Classical,Yes,Yes,120.0,Very frequently,Rarely,Never,Never,Never,Rarely,Sometimes,Rarely,Never,Sometimes,Never,Very frequently,Never,Never,Never,Rarely,4.0,2.0,0.0,0.0,Improve,I understand.
8/29/2022 9:47:21,16.0,Spotify,3.0,Yes,No,No,EDM,Yes,Yes,100.0,Rarely,Never,Very frequently,Never,Never,Very frequently,Sometimes,Very frequently,Never,Rarely,Sometimes,Very frequently,Rarely,Very frequently,Very frequently,Very frequently,4.0,2.0,0.0,0.0,Improve,I understand.
8/29/2022 9:47:26,18.0,YouTube Music,0.5,No,No,No,Rock,Yes,No,66.0,Rarely,Never,Never,Sometimes,Never,Never,Never,Never,Never,Never,Never,Sometimes,Rarely,Never,Very frequently,Never,5.0,3.0,1.0,0.0,No effect,I understand.
8/29/2022 9:52:20,19.0,Spotify,5.0,Yes,No,No,K pop,Yes,Yes,158.0,Rarely,Sometimes,Sometimes,Never,Never,Rarely,Rarely,Very frequently,Rarely,Never,Never,Very frequently,Very frequently,Rarely,Rarely,Rarely,4.0,2.0,2.0,1.0,Improve,I understand.
8/29/2022 9:56:31,15.0,YouTube Music,2.0,No,Yes,No,Rap,Yes,Yes,105.0,Very frequently,Sometimes,Never,Very frequently,Sometimes,Very frequently,Sometimes,Sometimes,Never,Very frequently,Sometimes,Rarely,Very frequently,Very frequently,Sometimes,Very frequently,4.0,0.0,6.0,5.0,No effect,I understand.
8/29/2022 10:23:22,17.0,Spotify,2.0,Yes,No,No,Pop,Yes,Yes,208.0,Never,Never,Never,Never,Never,Rarely,Never,Rarely,Never,Never,Very frequently,Very frequently,Never,Very frequently,Very frequently,Very frequently,7.0,6.0,3.0,1.0,Improve,I understand.
8/29/2022 10:23:46,25.0,Spotify,2.0,Yes,No,No,Lofi,Yes,Yes,91.0,Sometimes,Rarely,Sometimes,Rarely,Never,Very frequently,Very frequently,Rarely,Sometimes,Very frequently,Never,Sometimes,Rarely,Sometimes,Very frequently,Sometimes,7.0,8.0,6.0,2.0,Improve,I understand.
8/29/2022 10:25:54,24.0,Other streaming service,1.5,Yes,No,No,Video game music,No,Yes,171.0,Sometimes,Rarely,Very frequently,Rarely,Sometimes,Sometimes,Sometimes,Very frequently,Rarely,Very frequently,Very frequently,Very frequently,Sometimes,Sometimes,Very frequently,Very frequently,3.0,4.0,1.0,1.0,Improve,I understand.
8/29/2022 10:41:11,23.0,Spotify,1.0,Yes,Yes,No,Jazz,Yes,No,150.0,Rarely,Rarely,Very frequently,Never,Rarely,Never,Very frequently,Rarely,Rarely,Never,Sometimes,Rarely,Sometimes,Never,Very frequently,Sometimes,9.0,7.0,2.0,1.0,Improve,I understand.
8/29/2022 10:44:43,16.0,Spotify,10.0,Yes,Yes,No,EDM,Yes,Yes,180.0,Rarely,Rarely,Very frequently,Sometimes,Never,Rarely,Sometimes,Rarely,Never,Rarely,Rarely,Very frequently,Sometimes,Sometimes,Sometimes,Sometimes,10.0,9.0,3.0,2.0,Improve,I understand.
8/29/2022 10:45:36,25.0,YouTube Music,2.0,Yes,No,No,Metal,Yes,Yes,,Rarely,Rarely,Rarely,Rarely,Sometimes,Rarely,Sometimes,Never,Rarely,Rarely,Very frequently,Sometimes,Rarely,Rarely,Very frequently,Sometimes,9.0,9.0,7.0,3.0,Improve,I understand.
8/29/2022 11:02:29,16.0,Spotify,15.0,Yes,Yes,Yes,EDM,Yes,No,85.0,Rarely,Never,Very frequently,Never,Never,Rarely,Rarely,Never,Never,Rarely,Sometimes,Sometimes,Never,Very frequently,Very frequently,Sometimes,8.0,10.0,9.0,2.0,Improve,I understand.
8/29/2022 11:04:24,20.0,I do not use a streaming service.,0.5,No,No,No,Metal,Yes,Yes,150.0,Sometimes,Rarely,Sometimes,Never,Never,Sometimes,Sometimes,Never,Never,Sometimes,Sometimes,Rarely,Rarely,Rarely,Sometimes,Sometimes,8.0,9.0,6.0,4.0,Improve,I understand.
8/29/2022 11:16:34,17.0,Spotify,3.0,Yes,No,No,Metal,Yes,No,104.0,Never,Rarely,Rarely,Never,Sometimes,Sometimes,Never,Never,Never,Never,Very frequently,Never,Rarely,Sometimes,Very frequently,Never,5.0,6.0,9.0,9.0,Improve,I understand.
8/29/2022 11:41:34,29.0,I do not use a streaming service.,2.0,Yes,No,No,Metal,Yes,No,,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Very frequently,Sometimes,Never,Never,Very frequently,Never,9.0,3.0,7.0,2.0,Improve,I understand.
8/29/2022 11:56:17,20.0,Spotify,4.0,Yes,No,No,Hip hop,Yes,No,85.0,Never,Rarely,Very frequently,Rarely,Never,Very frequently,Never,Never,Never,Never,Never,Sometimes,Sometimes,Very frequently,Sometimes,Never,3.0,2.0,1.0,6.0,Improve,I understand.
8/29/2022 12:25:16,16.0,Spotify,2.0,Yes,No,No,Folk,Yes,No,,Never,Never,Never,Very frequently,Never,Rarely,Never,Never,Never,Never,Sometimes,Very frequently,Never,Rarely,Sometimes,Never,7.0,7.0,4.0,0.0,Improve,I understand.
8/29/2022 12:30:01,21.0,Spotify,1.0,Yes,No,No,Rock,Yes,No,147.0,Rarely,Sometimes,Sometimes,Sometimes,Never,Sometimes,Rarely,Rarely,Rarely,Rarely,Rarely,Very frequently,Never,Sometimes,Very frequently,Very frequently,7.0,9.0,1.0,2.0,Improve,I understand.
8/29/2022 12:32:30,16.0,Spotify,24.0,Yes,No,No,Rock,Yes,Yes,120.0,Never,Never,Rarely,Never,Never,Never,Never,Rarely,Rarely,Rarely,Rarely,Rarely,Rarely,Rarely,Sometimes,Rarely,5.0,1.0,9.0,1.0,Improve,I understand.
8/29/2022 13:09:33,43.0,Spotify,1.0,Yes,No,No,Pop,Yes,No,134.0,Sometimes,Never,Never,Sometimes,Rarely,Sometimes,Rarely,Never,Never,Rarely,Never,Very frequently,Rarely,Rarely,Sometimes,Never,3.0,3.0,0.0,0.0,Improve,I understand.
8/29/2022 14:13:58,32.0,Pandora,2.0,Yes,Yes,No,Classical,Yes,No,,Very frequently,Sometimes,Rarely,Very frequently,Sometimes,Sometimes,Sometimes,Rarely,Sometimes,Rarely,Very frequently,Very frequently,Sometimes,Rarely,Very frequently,Very frequently,8.0,7.0,5.0,4.0,Improve,I understand.
8/29/2022 14:25:08,10.0,YouTube Music,2.0,Yes,Yes,No,Pop,Yes,Yes,112.0,Very frequently,Never,Rarely,Never,Never,Rarely,Rarely,Very frequently,Never,Rarely,Never,Very frequently,Never,Rarely,Never,Very frequently,8.0,2.0,1.0,1.0,Improve,I understand.
8/29/2022 14:49:56,27.0,Spotify,3.0,Yes,No,No,Metal,Yes,Yes,200.0,Rarely,Rarely,Sometimes,Never,Never,Sometimes,Never,Sometimes,Rarely,Sometimes,Very frequently,Sometimes,Rarely,Very frequently,Very frequently,Very frequently,4.0,0.0,0.0,0.0,Improve,I understand.
8/29/2022 14:53:54,24.0,Spotify,3.0,Yes,Yes,No,Classical,No,Yes,75.0,Very frequently,Never,Never,Never,Rarely,Rarely,Never,Never,Sometimes,Rarely,Sometimes,Rarely,Never,Rarely,Never,Never,9.0,6.0,1.0,1.0,Improve,I understand.
8/29/2022 15:05:22,18.0,Spotify,2.0,Yes,No,No,Hip hop,Yes,Yes,20.0,Rarely,Never,Rarely,Never,Rarely,Very frequently,Rarely,Very frequently,Sometimes,Never,Never,Sometimes,Very frequently,Very frequently,Never,Never,10.0,7.0,2.0,0.0,Improve,I understand.
8/29/2022 15:18:16,17.0,Apple Music,7.0,Yes,No,No,Rock,No,No,140.0,Never,Never,Never,Never,Never,Never,Never,Never,Never,Sometimes,Never,Very frequently,Never,Never,Very frequently,Sometimes,8.0,7.0,7.0,4.0,Improve,I understand.
8/29/2022 15:20:35,19.0,Spotify,6.0,Yes,No,No,Metal,Yes,No,111.0,Sometimes,Never,Never,Never,Never,Never,Never,Never,Never,Never,Very frequently,Rarely,Never,Never,Very frequently,Sometimes,1.0,0.0,0.0,0.0,Improve,I understand.
8/29/2022 16:05:19,16.0,YouTube Music,3.0,Yes,No,No,Rock,Yes,Yes,150.0,Sometimes,Never,Sometimes,Never,Never,Rarely,Rarely,Rarely,Never,Rarely,Sometimes,Sometimes,Sometimes,Sometimes,Very frequently,Sometimes,5.0,7.0,1.0,4.0,Improve,I understand.
8/29/2022 16:07:39,64.0,Other streaming service,5.0,Yes,No,Yes,Rock,Yes,No,,Sometimes,Rarely,Never,Rarely,Sometimes,Sometimes,Very frequently,Sometimes,Never,Rarely,Sometimes,Rarely,Sometimes,Rarely,Very frequently,Never,7.0,6.0,9.0,2.0,Improve,I understand.
8/29/2022 16:28:12,33.0,Apple Music,4.0,Yes,Yes,Yes,Lofi,Yes,Yes,114.0,Sometimes,Rarely,Rarely,Sometimes,Never,Sometimes,Sometimes,Rarely,Rarely,Very frequently,Very frequently,Sometimes,Rarely,Sometimes,Sometimes,Sometimes,8.0,8.0,2.0,2.0,Improve,I understand.
8/29/2022 16:39:08,32.0,I do not use a streaming service.,3.0,Yes,Yes,No,Rock,No,Yes,93.0,Very frequently,Sometimes,Sometimes,Sometimes,Never,Never,Very frequently,Rarely,Rarely,Never,Very frequently,Rarely,Never,Rarely,Very frequently,Rarely,2.0,2.0,8.0,0.0,No effect,I understand.
8/29/2022 17:04:16,15.0,Pandora,2.0,Yes,Yes,No,Pop,Yes,No,145.0,Rarely,Sometimes,Never,Never,Never,Never,Never,Rarely,Very frequently,Never,Never,Very frequently,Sometimes,Sometimes,Never,Never,6.0,0.0,0.0,2.0,Improve,I understand.
8/29/2022 17:22:01,27.0,YouTube Music,3.0,Yes,No,No,Metal,Yes,Yes,100.0,Very frequently,Very frequently,Never,Rarely,Never,Rarely,Never,Never,Never,Never,Very frequently,Sometimes,Never,Rarely,Very frequently,Rarely,2.0,0.0,1.0,0.0,Improve,I understand.
8/29/2022 17:32:02,20.0,I do not use a streaming service.,2.0,Yes,No,No,Rock,Yes,No,114.0,Rarely,Rarely,Never,Sometimes,Never,Never,Rarely,Never,Never,Never,Rarely,Sometimes,Rarely,Never,Very frequently,Sometimes,6.0,2.0,6.0,7.0,No effect,I understand.
8/29/2022 17:36:01,23.0,I do not use a streaming service.,2.0,Yes,No,No,Pop,Yes,Yes,109.0,Rarely,Very frequently,Never,Rarely,Very frequently,Very frequently,Sometimes,Rarely,Never,Rarely,Never,Very frequently,Very frequently,Very frequently,Very frequently,Sometimes,6.0,1.0,0.0,5.0,Improve,I understand.
8/29/2022 17:52:06,19.0,Apple Music,3.0,No,Yes,No,Classical,Yes,No,,Very frequently,Rarely,Never,Rarely,Rarely,Sometimes,Rarely,Never,Never,Never,Rarely,Sometimes,Never,Never,Very frequently,Sometimes,7.0,6.0,4.0,0.0,Improve,I understand.
8/29/2022 17:58:47,12.0,YouTube Music,2.0,Yes,Yes,Yes,Classical,No,No,,Very frequently,Never,Never,Never,Never,Never,Never,Never,Never,Rarely,Never,Rarely,Never,Never,Never,Never,0.0,0.0,3.0,0.0,Improve,I understand.
8/29/2022 18:00:27,16.0,Other streaming service,3.0,Yes,Yes,Yes,Classical,No,No,72.0,Very frequently,Rarely,Never,Never,Rarely,Never,Never,Never,Never,Never,Never,Very frequently,Never,Never,Never,Rarely,9.0,7.0,10.0,6.0,No effect,I understand.
8/29/2022 18:09:17,17.0,Other streaming service,0.0,No,No,No,Video game music,No,Yes,89.0,Never,Never,Never,Never,Never,Never,Never,Never,Never,Very frequently,Never,Never,Never,Never,Never,Very frequently,10.0,0.0,0.0,0.0,No effect,I understand.
8/29/2022 18:13:51,14.0,Spotify,1.0,Yes,Yes,No,Pop,Yes,No,140.0,Rarely,Rarely,Very frequently,Rarely,Rarely,Sometimes,Sometimes,Sometimes,Rarely,Sometimes,Rarely,Very frequently,Sometimes,Sometimes,Sometimes,Sometimes,6.0,6.0,3.0,0.0,Improve,I understand.
8/29/2022 18:22:58,32.0,Spotify,2.0,Yes,No,No,Metal,Yes,No,84.0,Rarely,Rarely,Very frequently,Rarely,Rarely,Rarely,Rarely,Rarely,Never,Sometimes,Very frequently,Sometimes,Rarely,Rarely,Sometimes,Very frequently,4.0,3.0,1.0,6.0,Improve,I understand.
8/29/2022 18:47:22,20.0,Spotify,2.0,Yes,Yes,No,Pop,No,Yes,132.0,Never,Never,Never,Never,Never,Rarely,Never,Never,Never,Never,Never,Never,Never,Rarely,Rarely,Rarely,6.0,2.0,2.0,1.0,No effect,I understand.
